KW	JA	TC	id	name	names	is bad	type	valid members count	valid members ratio	nonavailable members count	nonavailable members ratio	collection name probability	@
		1	Q7051718	Norma Shearer filmography	drama, thewomen, afreesoul, gonewiththewind, thedivorcee, waydowneast, theflapper, riptide, escape, letusbegay	0,004	film	67	0,63	16	0,24	-40,24	
		1	Q8499893	Greek businesspeople in shipping	athinaonassis, spiroslatsis, aristotleonassis, christinaonassis, stavrosniarchos, philipniarchos, yiannislatsis, nikospateras, minoskyriakou, nikolastsakos	0,01	human	60	0,98	4	0,07	-40,3	
		1	Q8293686	Battles of the Spanish Civil War	siegeofmadrid, battleoftheebro, battleofteruel, battleofirun, battleofjarama, battleofmalaga, battleofbrunete, battleofbilbao, battleofmajorca, battleofbelchite	0,008	battle	48	0,62	0	0	-40,36	
		1	Q6572137	Governors of Kaduna State	abbakyari, ubasani, namadisambo, hammedali, hameedali, ahmedmakarfi, lawalkaita, dangiwaumar, usmanmuazu, usmanjibrin	0,008	human	40	0,77	0	0	-40,37	
		1	Q52460177	Video games featuring Miis	platformer, mariokart8, actiongame, wiisports, shootemup, racinggame, rhythmgame, mariokart7, sportsgame, miitopia	0,008	video game	174	0,56	35	0,2	-40,46	
		1	Q6625043	Largest shopping malls in Thailand	shoppingmall, mbkcenter, terminal21, siamsquare, siamparagon, asiatique, emporium, centralworld, siamcenter, unionmall	0,004	shopping center	62	0,36	11	0,18	-40,48	
		1	Q5977837	Compositions by John Cage	433, socrate, variations, hpschd, williamsmix, europeras, roaratorio, asslowaspossible, songbooks, credoinus	0,006	musical work/composition	72	0,43	5	0,14	-40,5	
		1	Q6599746	The King of Fighters video games	tekken7, king, mrbig, fightinggame, kasumitodoh, deadoralive6, capcomvssnk, eijikisaragi, capcomvssnk2, burikione	0,006	video game	54	0,34	7	0,13	-40,56	
		1	Q16155509	Films featuring time loops	sourcecode, dejavu, bosslevel, coherence, donniedarko, triangle, runlolarun, maanaadu, meetcute, paycheck	0,012	film	139	0,59	47	0,53	-40,79	
		1	Q6963137	Battles of the Peninsular War	battleofbailen, battleofvitoria, battleofocana, battleofbucaco, battleofalbuera, battleofcorunna, battleoftudela, battleofevora, battleofmaya, battleofvimeiro	0,008	battle	108	0,9	0	0	-40,97	
		1	Q7418508	Sanjeev Kumar filmography	comedyfilm, sholay, silsila, angoor, hero, trishul, aandhi, vidhaata, khuddaar, zabardast	0,012	film	131	0,6	32	0,25	-41,02	
		1	Q6563807	Bethesda Softworks video games	starfield, fallout4, doom, fallout76, fallout3, dishonored, deathloop, prey, hifirush, redfall	0,004	video game	106	0,44	34	0,32	-41,07	
		1	Q8376247	Cities in Khuzestan Province	ahvaz, abadaniran, izeh, dezful, shushtar, shushiran, behbahan, andimeshk, ramhormoz, shadegan	0,004	city of Iran	66	0,93	3	0,05	-41,13	
		1	Q65088988	Defunct airlines of India	emirates, airindia, jetairways, spicejet, trujet, allianceair, airsahara, jetkonnect, jetlite, vayudoot	0,01	airline	53	0,67	8	0,15	-41,3	
		3	Q6487642	Native American tribes in Oklahoma	cherokee, iroquois, apache, lenape, choctaw, kiowa, potawatomi, chickasaw, chiricahua, caddo	0,006	human	33	0,35	15	0,45	-41,39	
		1	Q6619966	Films based on Greek drama	chiraq, medea, oedipusrex, iphigenia, electra, phaedra, icannibali, antigone, thegirls, thebacchae	0,012	film	22	0,55	7	0,33	-41,45	
		1	Q60519080	Works about Billy the Kid	pbs, isbn, cbs, thesimpsons, gunsmoke, crunchyroll, youngguns, issn, thekid, oldhenry	0,008	creative work	103	0,4	19	0,2	-41,61	
		1	Q6612231	Companies based in the Philadelphia area	wwe, newyorkcity, boeing, unilever, dallastx, pfizer, comcast, wellsfargo, sap, sapag	0,01	business, company	339	0,48	131	0,41	-41,66	
		2	Q104641417	Films set in East Germany	suspiria, octopussy, spygame, topsecret, thedebt, balloon, virus, barbara, gotrabigo, casinoroyale	0,012	film	85	1	29	0,35	-41,71	
		2	Q27487426	Faye Dunaway filmography	chinatown, network, gia, supergirl, theyards, thechamp, barfly, thechamber, thetwojakes, cougarclub	0,01	film	81	0,46	25	0,32	-41,77	
		0	Q5530650	Gemini Ganesan filmography	mayabazar, gemini, rudraveena, lavakusa, mettukudi, pasamalar, thodarum, kondattam, missiamma, missmary	0,002	film	168	0,77	16	0,1	-41,78	
		1	Q18924367	Mohan Babu filmography	mahanati, yamadonga, sonofindia, bujjigadu, annamayya, pedarayudu, shaakuntalam, coolieno1, gayatri, rowdy	0,008	film	120	0,55	13	0,11	-41,86	
		1	Q56285478	The Dresden Files short fiction	novella, peacetalks, skingame, deathmasks, codexalera, graveperil, battleground, whitenight, foolmoon, smallfavor	0,012	literary work	26	0,3	11	0,44	-41,88	
		1	Q6630021	Compositions by Arthur Sullivan	themikado, hmspinafore, iolanthe, ruddigore, patience, trialbyjury, thespis, thesorcerer, princessida, ivanhoe	0,012	musical work/composition	58	0,48	11	0,25	-42,05	
		1	Q5321346	Compositions by Richard Strauss	salome, elektra, arabella, capriccio, donjuan, donquixote, daphne, morgen, ausitalien, burleske	0,004	musical work/composition	92	0,56	15	0,19	-42,07	
		1	Q6638872	Active Bangladesh Navy ships	frigate, corvette, patrolboat, cutter, tugboat, gunboat, minesweeper, missileboat, stealthship, landingcraft	0,01	ship	83	0,4	7	0,08	-42,09	
		2	Q24905295	Terrence Malick filmography	dirtyharry, badlands, songtosong, thenewworld, ahiddenlife, magnumforce, tothewonder, undertow, knightofcups, daysofheaven	0,008	film	31	0,58	16	0,52	-42,29	
		1	Q8140671	Alumni of the University of Glasgow	adamsmith, jameswatt, emelisande, johnknox, gerardbutler, neiloliver, nikkicross, johnsmith, ajcronin, petermullan	0,01	human	1757	1	127	0,07	-42,29	
		1	Q6960690	Rector of the University of Glasgow	adamsmith, robertpeel, rosskemp, bonarlaw, edmundburke, edwardsnowden, rabbutler, johnnyball, aameranwar, jimmyreid	0,01	human	109	0,44	8	0,07	-42,4	
		1	Q25219619	Writers from Andhra Pradesh	nagarjuna, nannayya, bapu, sagar, madhubabu, butchibabu, ugkrishnamurti, jiddukrishnamurti, awazsayeed, gsatyamurthy	0,01	human	82	1	6	0,07	-42,41	
		1	Q1999518	Bela Lugosi filmography	fantasia, dracula, thewolfman, houseofwax, ninotchka, filmserial, theraven, whitezombie, theblackcat, kingofjazz	0,006	film	104	0,5	24	0,23	-42,49	
		1	Q6636559	Retired Spanish Navy ships	barque, museumship, mas, schnellboot, usscabot, glenlee, trainingship, salvageship, navaltrawler, ussnoble	0,006	ship	152	0,72	5	0,03	-42,53	
		1	Q8780016	South Korean music television shows	queendom, boysplanet, inkigayo, iland, peaktime, loud, koreasings, doremimarket, superband, goodgirl	0,012	television program	61	1	15	0,26	-42,61	
		1	Q27628291	Equipment of the Malaysian Armed Forces	m16rifle, sukhoisu30, m4carbine, tank, glock, m2browning, rpg7, artillery, barrettm82, shotgun	0,012	military equipment	207	0,57	42	0,2	-42,66	
		1	Q3111534	Active Indonesian Navy ships	frigate, corvette, patrolboat, minesweeper, missileboat, troopship, fleettanker, hmsargyll, type31frigate, commandship	0,011	naval vessel	97	0,27	4	0,04	-42,68	
		1	Q2599461	Compositions by Samuel Barber	agnusdei, vanessa, excursions, pianosonata, hermitsongs, adagioforstrings, medea, cellosonata, violinconcerto, summermusic	0,01	musical work/composition	55	0,44	7	0,23	-42,76	
		2	Q17096213	Japanese romantic drama films	oceanwaves, helloworld, loveletter, lastletter, 3iron, asakoiii, polax, myteacher, ldk, dolls	0,012	film	94	0,88	23	0,25	-42,76	
		3	Q8491517	Ghanaian highlife musicians	daddylumba, castro, ebotaylor, kuamieugene, abcrentsil, amakyedede, nanaampadu, samini, etmensah, kofikinaata	0,012	human	48	0,96	3	0,06	-42,77	
		1	Q25043780	Linnea Quigley filmography	theguyver, phantoms, deadheat, nicedreams, deathsport, getcrazy, kolobos, jacko, dralien, stillsmokin	0,008	film	47	0,85	10	0,22	-42,8	
		1	Q6608379	Burn centers in the United States	upmcmercy, uabhospital, johnshopkinshospital, vcumedicalcenter, regionshospital, uncmedicalcenter, doctorshospital, mainemedicalcenter, barnesjewishhospital, stjosephhospital	0,008	hospital	96	0,55	11	0,11	-42,82	
		1	Q2372629	Compositions by Robert Schumann	carnaval, faesonata, kinderszenen, papillons, waldszenen, symphonyno3, genoveva, symphonyno4, symphonyno1, fantasieinc	0,004	musical work/composition	76	0,59	6	0,1	-42,84	
		1	Q2949878	Programs broadcast by Family Channel	alf, supergirl, zoey101, thexfactor, dinosaurs, caillou, ducktales, blossom, parenthood, allthat	0,012	television program	355	0,39	130	0,37	-43,49	
		1	Q6849899	Video games developed in the United Kingdom	thequarry, untildawn, fallguys, nomanssky, tombraider, garrysmod, rust, manhunt, runescape, watchdogs2	0,006	video game	3619	0,98	973	0,27	-43,5	
		1	Q20649877	Naseeruddin Shah filmography	mainhoonna, gehraiyaan, krrish3, heyram, kuttey, krrish, raajneeti, mohra, okjaanu, aiyaary	0,012	film	151	0,83	47	0,31	-43,5	
		1	Q7289376	Ramesh Aravind filmography	queen, apthamitra, rhythm, jodi, butterfly, parisparis, duet, rudraveena, 100, kutty	0,008	film	97	0,78	13	0,14	-43,67	
		1	Q11758038	Dance Dance Revolution video games	mobilegame, dvdgame, stepmania, dancedancerevolution, dancingstagemariomix, dancingstagemax, dancingstagesupernova, dancingstagefusion, dancingstagesupernova2, dancedancerevolutionx	0,008	video game	89	0,47	2	0,03	-43,7	
		1	Q24632513	England Test cricket captains	benstokes, joeroot, ianbotham, davidgower, wggrace, tonygreig, bobwillis, cbfry, alastaircook, allanlamb	0,012	human	81	1	7	0,09	-43,71	
		1	Q3255134	Universities and colleges in New Brunswick	hecmontreal, yorkuniversity, mcgilluniversity, universitelaval, ocaduniversity, trentuniversity, brockuniversity, universityoftoronto, mcmasteruniversity, algomauniversity	0,008	university	97	0,66	28	0,29	-43,93	
		1	Q60768360	South Korean gangster films	theroundup, theoutlaws, newworld, friend, thedudeinme, failan, greenfish, no3, adirtycarnival, diebad	0,008	film	21	0,95	7	0,33	-43,98	
		1	Q2397972	Compositions by Antonio Vivaldi	gloria, giustino, bajazet, thefourseasons, griselda, magnificat, farnace, motezuma, stabatmater, lolimpiade	0,012	musical work/composition	78	0,41	8	0,13	-44,06	
		1	Q24904702	Karisma Kapoor filmography	omshantiom, zero, actiondrama, bodyguard, jigar, zubeidaa, jaanwar, coolieno1, fiza, biwino1	0,008	film	67	0,54	22	0,33	-44,11	
		1	Q6627906	Members of City Council of Tehran	hadisaei, abbasjadidi, alirezadabir, rasoulkhadem, mehdichamran, abbassheibani, abbassheybani, amirabedini, abdollahnouri, saeedhajjarian	0,008	human	80	0,56	0	0	-44,24	
		1	Q5959216	Compositions by Edward Elgar	opus64no1, salutdamour, cockaigne, symphonyno1, sospiri, seapictures, celloconcerto, symphonyno2, inthesouth, pianosonatano2	0,012	musical work/composition	158	0,38	22	0,19	-44,27	
		1	Q3256312	Compositions by Jean Sibelius	finlandia, jagermarch, tapiola, symphonyno2, kullervo, symphonyno5, symphonyno7, ensaga, symphonyno1, valsetriste	0,008	musical work/composition	75	0,31	9	0,16	-44,41	
		1	Q16155588	Culture jamming organizations and people	anonymous, gorillaz, pussyriot, cicada3301, theklf, crass, chumbawamba, yippies, wuming, theyesmen	0,01	organization	45	0,27	18	0,41	-44,47	
		1	Q12858926	Programmes broadcast by Sky One	manifest, friends, house, familyguy, lost, southpark, theflash, pokemon, seinfeld, thexfiles	0,01	television program	627	0,5	317	0,52	-44,67	
		1	Q8457805	Films set in Saint Petersburg	blackwidow, anastasia, brother, goldeneye, hitman, reds, assa, sisters, war, intergirl	0,008	film	91	0,99	26	0,3	-44,81	
		1	Q7007417	Mauthausen concentration camp survivors	editheger, tiborrubin, davidolere, leopoldfigl, adolfburger, arturlondon, otasik, janliwacz, denisevernay, jeancayrol	0,012	human	110	0,99	0	0	-44,81	
		0	Q56292542	Acquisitions by THQ Nordic	superpower, titanquest, biomutant, painkiller, wreckfest, elex, sacred, deltaforce, outcast, carmageddon	0	video game	132	0,52	34	0,26	-44,83	
		1	Q8417817	English people of Turkish descent	jodhimay, jaxjones, kemcetinay, abzlove, josefaltin, muzzyizzet, selinhizli, skandarkeynes, emretezgel, niluferyanya	0,01	human	56	0,95	3	0,05	-44,83	
		1	Q18924382	Manisha Koirala filmography	shehzada, sanju, dilse, indian, bombay, saathiya, baba, mudhalvan, company, saudagar	0,008	film	87	0,53	31	0,36	-45	
		1	Q3255468	Programs broadcast by Fox Kids	winxclub, thenanny, sailormoon, 7thheaven, dinosaurs, patmat, spiderman, animaniacs, sonicx, medabots	0,006	television program	167	0,23	64	0,39	-45,06	
		1	Q8068461	Zeenat Aman filmography	panipat, don, boom, golmaal, dharamveer, qurbani, dostana, laawaris, shalimar, mahaan	0,008	film	85	0,84	21	0,27	-45,25	
		1	Q3256294	Compositions by Benjamin Britten	warrequiem, petergrimes, godsavetheking, gloriana, billybudd, lessylphides, paulbunyan, noyesfludde, levydew, curlewriver	0,006	musical work/composition	134	0,55	11	0,12	-45,34	
		1	Q2377288	New York City Subway rolling stock	r211, moneytrain, r160, r46, r179, r32, r44, r62a, r142, r68	0,01	rolling stock	70	0,21	7	0,11	-45,38	
		1	Q1751881	Whisky distilleries in Scotland	jggrant, portdundas, obandistillery, juradistillery, ardbegdistillery, cardhudistillery, arrandistillery, taliskerdistillery, laphroaigdistillery, caoliladistillery	0,006	whisky distillery	142	0,38	8	0,06	-45,47	
		1	Q7522136	Foreign films shot in Nepal	everest, infinite, thefall, baby, kanchana3, baraka, batlahouse, khudagawah, dev, doctorstrange	0,004	film	106	0,95	19	0,29	-45,56	
		1	Q15185180	Bangladeshi male television actors	afrannisho, salmanshah, siamahmed, yashrohan, alamgir, omarsani, dinoshafeek, masumaziz, zahidhasan, abulhayat	0,008	human	91	1	4	0,04	-45,6	
			Q7564587	Soumitra Chatterjee filmography	charulata, apursansar, belashuru, sonarkella, belaseshe, praktan, gharebaire, devi, teenkanya, ahalya	0,006	film	84	0,54	11	0,13	-45,62	
			Q25029798	Captains who went down with the ship	edwardsmith, seiichiito, isaacckidd, hirosetakeo, johnleach, arugakosaku, tomphillips, stepanmakarov, kareldoorman, ernesteevans	0,012	human	66	0,99	3	0,05	-45,67	
		1	Q8838382	Telugu film score composers	arrahman, ravibasrur, thamans, gopisundar, samcs, vidyasagar, manisharma, mmkeeravani, ghibran, ilaiyaraaja	0,012	human	116	0,94	15	0,13	-45,72	
		1	Q494836	Universities and colleges in South Korea	kaist, postech, koreauniversity, yonseiuniversity, inhauniversity, ghentuniversity, universityofutah, konkukuniversity, ajouuniversity, dongucollege	0,002	university, higher education institution	260	0,42	13	0,05	-45,98	
		2	Q5544889	George Strait singles discography	babyblue, giveitaway, unwound, troubadour, thechair, run, heartland, thefireman, lovebug, ibelieve	0,002	single	97	0,51	28	0,29	-45,99	
		1	Q8035089	Works based on Alice in Wonderland	anime, thematrix, steam, itunes, lost, manga, fantasy, comedy, cyberpunk, codegeass	0,008	work	288	0,53	91	0,38	-46,01	
		1	Q8571952	Kellogg School of Management alumni	alibabacan, keiogura, peterthum, wenyunsong, eddiegeorge, johnhoeven, cindyaxne, jeffluhnow, roshninadar, johnmiller	0,008	human	283	0,76	27	0,12	-46,11	
		1	Q5544887	George Strait albums discography	troubadour, purecountry, livinitup, leadon, twang, 22morehits, 50numberones, rightorwrong, icon, blueclearsky	0,01	album	84	0,76	14	0,29	-46,19	
		1	Q16248488	Sivaji Ganesan filmography	padayappa, thevarmagan, oncemore, karnan, parasakthi, pasumpon, pasamalar, andhanaal, viduthalai, jallikattu	0,01	film	297	0,81	18	0,06	-46,24	
		1	Q1363961	Compositions by Johannes Brahms	wiegenlied, symphonyno1, symphonyno4, symphonyno3, faesonata, symphonyno2, nanie, papillons, horntrio, massno6	0,01	musical work/composition	100	0,62	4	0,05	-46,24	
		1	Q6854162	American people of Moroccan descent	kevingates, frankmir, dannynucci, aja, malikasouiri, teohalm, sanaahamri, ismailelfath, khalil, noahsadaoui	0,01	human	30	0,94	4	0,13	-46,43	
		3	Q7587401	Lil Wayne albums discography	mixtape, studioalbum, thacarterv, thacarter, funeral, rebirth, noceilings, dadrought3, 500degreez, lightsout	0,005	album	66	0,45	14	0,4	-46,46	
		1	Q55993560	Albums produced by Steve Lacy	damn, swimming, apolloxxi, twenty88, isolation, egodeath, imperial, hivemind, geminirights, fin	0,01	album	18	0,95	11	0,61	-46,47	
		1	Q1840508	Governors of former Nigerian states	davidejoor, obafemiawolowo, bamangatukur, tundeogbeha, samuelakintola, jeremiahuseni, adekunlefajuyi, adesojiaderemi, albertokonkwo, jonahdavidjang	0,01	human	32	0,65	0	0	-46,67	
		1	Q320687	Communes of the Essonne department	nanterre, melun, creteil, lesulis, pontoise, bobigny, longjumeau, orsay, palaiseau, etampes	0,01	commune of France	200	0,55	8	0,04	-46,67	
		1	Q3256304	Compositions by Jacques Offenbach	laperichole, barbebleue, bataclan, lepapillon, barkouf, labellehelene, fantasio, pommedapi, lesbrigands, vertvert	0,012	musical work/composition	61	0,54	6	0,1	-46,7	
		1	Q25055080	Billy Dee Williams filmography	batman, brianssong, nighthawks, fanboys, mahogany, thelegomovie, fearcity, woo, dirtydancing, returnofthejedi	0,004	film	55	0,41	22	0,41	-46,73	
		1	Q13321457	Video games published by Rockstar Games	bully, lanoire, maxpayne, manhunt, maxpayne3, manhunt2, prey, evolve, oni, farmville	0,006	video game	111	0,44	29	0,42	-46,8	
		1	Q8008943	Compositions by Erik Satie	gymnopedies, parade, vexations, jeteveux, socrate, relache, ogives, sarabandes, mercure, nocturnes	0,008	musical work/composition	98	0,65	6	0,12	-46,95	
		1	Q271907	Communes of the Aveyron department	toulouse, perpignan, nimes, albi, montpellier, carcassonne, cahors, montauban, rodez, tarbes	0,01	commune of France	297	0,6	15	0,05	-46,97	
		1	Q18632231	Female cabinet ministers of Finland	orphan, juhasipila, eskoaho, urhokekkonen, tarjahalonen, anneberner, kristakiuru, kalevisorsa, vainotanner, satuhassi	0,008	human	105	0,77	1	0,01	-47,15	
		1	Q9138105	Medieval Knights Templar members	gualdimpais, huguesdepayens, gilbertdelacy, andredemontbard, robertofstalbans, juliangrenier, geoffroidecharney, armandbouchart, huguesdepairaud, godfreydesaintomer	0,01	human	20	0,95	1	0,05	-47,23	
		1	Q5299510	Dottie West albums discography	studioalbum, classics, compilationalbum, wildwest, suffertime, fullcircle, hightimes, dottie, justdottie, countrygirl	0,012	album	72	0,47	11	0,3	-47,32	
		1	Q16251486	Dance forms of Tamil Nadu	kathakali, kathak, kuchipudi, theyyam, odissi, yakshagana, garba, bhangra, chhaudance, lavani	0,008	type of dance	95	0,46	10	0,11	-47,4	
		1	Q8704544	Sarah Vaughan albums discography	studioalbum, livealbum, afterhours, sassy, consequences, compilationalbum, swingineasy, backontheblock, snowbound, copacabana	0,01	album	116	0,54	11	0,17	-47,53	
		1	Q8908008	Wanda Jackson albums discography	studioalbum, livealbum, encore, compilationalbum, wandajackson, rightorwrong, goodtimes, tellmewhy, hearttrouble, lovemeforever	0,012	album	103	0,49	11	0,2	-47,54	
		1	Q8808421	Sri Lankan film actresses	sujatha, rukmanidevi, kusumrenu, poojaumashankar, nethmiroshel, malinifonseka, jacquelinefernandez, shalanitharaka, gayathridias, yureninoshika	0,012	human	128	1	2	0,02	-47,67	
		1	Q8456962	Films directed by Tex Avery	awildhare, kittyfoyle, girlcrazy, lesgirls, dragonseed, kismet, blitzwolf, hitthedeck, fiesta, torchsong	0,01	animated film, film	212	0,73	14	0,11	-47,79	
		1	Q28456188	Vilmos Zsigmond filmography	xanadu, maverick, jerseygirl, sliver, blowout, deliverance, assassins, realgenius, heavensgate, therose	0,01	film	60	0,48	24	0,4	-48,1	
		1	Q21286474	Video games set in psychiatric hospitals	untildawn, outlast, alanwake, injustice2, manhunt, deadspace2, manhunt2, fahrenheit, silenthill2, medievil	0,008	video game	73	0,97	27	0,38	-48,16	
		1	Q8474112	French people of Algerian descent	inesrau, djsnake, indila, maiwenn, taharrahim, amelbent, slimane, ramzybedia, sofiane, redakateb	0,008	human	200	0,93	34	0,17	-48,27	
		1	Q55780256	Longest gaps between studio albums	voyage, 2001, stillsucks, loveless, debut, thinktank, gaucho, 10000days, rawpower, thelongrun	0,009533333333	album	753	0,61	271	0,37	-48,28	
		1	Q7687186	Television series revived after cancellation	winxclub, pingu, tvtotal, 31minutos, totallyspies, nolimite, malgudidays, zehuze, karamchand, crimewatch	0,006	television series	30	0,62	12	0,4	-48,29	
		1	Q602098	Compositions by Sergei Rachmaninoff	vocalise, borisgodunov, larlesienne, aleko, symphonyno2, thebells, symphonyno1, liebesleid, symphonyno3, therock	0,006	musical work/composition	77	0,5	9	0,13	-48,32	
		1	Q1561385	Bishops and archbishops of Prague	dominikduka, josefberan, jangraubner, rastislav, miloslavvlk, strachkvas, tomasbutta, pavelhuyn, detmar, janschwarz	0,008	human	48	0,62	1	0,02	-48,4	
		1	Q8448816	Defunct football clubs in France	troyesaf, acarlesien, calaisrufc, limogesfc, toulousefc, cabastia, rcroubaix, scfives, fcnancy, casgparis	0,01	association football club	57	0,98	1	0,02	-48,43	
		1	Q8356802	Charley Pride albums discography	studioalbum, livealbum, fun, compilationalbums, thatslife, imjustme, charley, frommetoyou, amazinglove, moodywoman	0,002	album	88	0,39	7	0,15	-48,59	
		1	Q1725205	Ministers of the Federal Republic of Germany	helmutkohl, angelamerkel, willybrandt, egonbahr, volkerruhe, ludwigerhard, helmutschmidt, georgleber, hansapel, norbertblum	0,006	human	81	0,84	6	0,07	-48,73	
		1	Q9593421	Video games based on Norse mythology	godofwar, maxpayne, valheim, smite, brawlhalla, odinsphere, toohuman, magicka, rune, ring	0,01	video game	89	0,97	27	0,3	-48,89	
		1	Q8602507	Loretta Lynn albums discography	studioalbum, livealbum, vanlearrose, fullcircle, loretta, fistcity, hymns, leadmeon, compilationalbum, home	0,006	album	140	0,58	11	0,13	-48,98	
		1	Q7684058	Tanya Tucker singles discography	ringoffire, imonfire, dreamlover, alreadygone, babyimyours, texas, dontgoout, walkingshoes, youaresobeautiful, soon	0	single	52	0,31	9	0,17	-49,17	
		1	Q8686090	Norwegian people of Pakistani descent	hadiatajik, adilkhan, abidraja, omerbhatti, deeyahkhan, arfanbhatti, iramhaq, zahidali, ghayaszahid, mahrukhali	0,01	human	26	0,93	2	0,08	-49,18	
		1	Q6992896	Nigerian players of American football	davidojabo, efeobada, amobiokoye, josephossai, osiumenyiora, benbanogu, obinnaeze, samkongado, romeookwara, olaadeniyi	0,012	human	61	1	3	0,05	-49,18	
		1	Q1852745	Cities and towns in East Prussia	kaliningrad, klaipda, allenstein, olsztyn, elbing, elblag, malbork, elk, lyck, ketrzyn	0,008	city	89	0,47	10	0,11	-49,2	
		1	Q6620022	Films of the Dutch East Indies	silentfilm, shortfilm, talkie, lostfilm, musicalfilm, serialfilm, fictionalfilm, gadisdesa, njaidasima, ouwpehtjoa	0,01	film	83	0,43	8	0,1	-49,21	
		2	Q107041106	John Goodman on screen and stage	cars, argo, flight, coyoteugly, theartist, beemovie, monstersinc, speedracer, fallen, bartonfink	0,004	film	105	0,5	51	0,49	-49,27	
		1	Q6603025	University of Alabama at Birmingham people	samhunt, steviewonder, roddywhite, joewebb, eligold, waltmaddox, andykennedy, sarahparcak, chriscollins, deidredowns	0,01	human	79	0,56	8	0,1	-49,68	
		1	Q1861729	Ships attacked by Somali pirates	destroyer, cruiser, cruiseship, oiltanker, cargoship, mvastoria, dhow, bulkcarrier, fishingboat, ussporter	0,004	ship	73	0,41	10	0,14	-49,89	
		1	Q7473933	Populated places in Zadar County	zadar, nincroatia, benkovac, pag, gracac, srb, pakostane, skabrnja, sukosan, bibinje	0,006	human settlement	122	0,96	9	0,07	-50,53	
		1	Q2586486	Global 200	pantanal, everglades, tepuis, llanos, cerrado, caatinga, namibdesert, atacamadesert, rannofkutch, sonorandesert	0,01	WWF ecoregion	271	0,47	7	0,03	-50,58	
		2	Q8386847	Dolly Parton albums discography	runroserun, trio, jolene, trioii, bluesmoke, dumplin, haloshorns, joshua, dolly, puresimple	0,004	album	161	0,47	22	0,23	-50,6	
		1	Q8446174	Christian female saints of the Middle Ages	joanofarc, olgaofkiev, clotilde, ritaofcascia, kassia, radegund, scholastica, begga, lidwina, gudula	0,012	human	126	0,95	10	0,08	-50,81	
		1	Q5377804	Historical structures in Isfahan Province	alqapu, menarjonban, chehelsotoun, hashtbehesht, vankcathedral, sarouyeh, aliminaret, alamshouse, sadrschool, abbasihouse	0,006	building	60	0,43	0	0	-50,95	
		1	Q4746857	Songs recorded by Amit Kumar	dhamaal, himmatwala, golmaal, rajuchacha, aandhi, narsimha, 100days, page3, shikari, parvarish	0,01	film	74	0,47	14	0,19	-51	
		1	Q3243103	Quebec television series imports and exports	theoffice, jeopardy, familyfeud, fortboyard, fearfactor, matchgame, staracademy, lingo, thebachelor, cameracafe	0,012	television program	68	0,51	31	0,48	-51,07	
		1	Q12628389	Ships of the Royal Yugoslav Navy	frigate, destroyer, corvette, patrolboat, tanker, ptboat, gunboat, museumship, minesweeper, minelayer	0,012	ship	68	0,41	8	0,12	-51,17	
		3	Q6610188	Closed New York City Subway stations	cityhall, southferry, 96thstreet, canalstreet, bowery, 91ststreet, woodlawn, parkplace, wtccortlandt, 23rdstreet	0,01	metro station	69	0,23	17	0,29	-51,18	
		1	Q6278233	Jorge Luis Borges bibliography	ficciones, thealeph, emmazunz, thedeadman, thesouth, thezahir, theimmortal, theother, labyrinths, dreamtigers	0,002	literary work	132	0,57	11	0,09	-51,53	
		2	Q8152816	Waylon Jennings albums discography	olwaylon, thistime, musicman, waylonlive, waylon, heroes, wwii, leavintown, nedkelly, cleanshirt	0,002	album	141	0,54	16	0,22	-51,58	
		1	Q8170741	War correspondents of World War II	klausmann, erikamann, jonaslie, enzobarboni, saintloup, gadelqutuy, vasilygrossman, yevgenypetrov, ionvinea, uyskrige	0,012	human	70	0,97	3	0,04	-51,62	
		2	Q6620024	Films related to the hippie subculture	forrestgump, lovestory, easyrider, thedoors, wild, blowup, zardoz, intothewild, jobs, imnotthere	0,006	film	167	0,46	77	0,46	-52,02	
		1	Q27965045	Saif Ali Khan filmography	adipurush, vikramvedha, omshantiom, tanhaji, kalhonaaho, dilbechara, cocktail, phantom, omkara, race2	0,01	film	72	0,54	17	0,24	-52,11	
		3	Q6619859	Film remakes	dune, turningred, pinocchio, scarface, themummy, heat, brothers, wrathofman, aladdin, hellraiser	0,01	film	1170	0,95	338	0,4	-52,12	
		1	Q105640	Municipalities in Santa Cruz de Tenerife	tegueste, garachico, laorotava, adeje, guimar, vilaflor, tazacorte, tacoronte, agulo, arico	0,004	municipality of Spain	54	0,41	15	0,28	-52,24	
		1	Q6643371	Titles and honours of George VI	caesar, commander, georgecross, airmarshal, rearadmiral, general, lordofmann, admiral, georgemedal, fieldmarshal	0,01	award, noble title, military rank	51	0,25	15	0,31	-52,29	
		1	Q6621178	Former Universal Studios Florida attractions	europapark, themepark, epcot, puydufou, efteling, dollywood, cedarpoint, 4dfilm, waterpark, shrek4d	0,012	tourist attraction	113	0,2	44	0,4	-52,31	
		1	Q64876967	Betty Boop films and appearances	snowwhite, dizzydishes, buzzyboop, chessnuts, anyrags, redhotmamma, bettyboopmd, boopoopadoop, babybegood, whoframedrogerrabbit	0,008	film	126	0,77	9	0,08	-52,67	
		1	Q7301591	Reba McEntire singles discography	fancy, ifiwereaboy, imasurvivor, bealight, littlerock, backtogod, forevercountry, takeitback, rumorhasit, howblue	0,008	single	80	0,34	15	0,19	-52,84	
